,number,position,skills,cnt,team_id,coach_name,tournament_name,roster.name
111,9,Wood Elf Lineman,,1,171084,Danimal,Welsh National Championship 2026,Wood Elf
112,10,Wood Elf Lineman,,1,171084,Danimal,Welsh National Championship 2026,Wood Elf
113,11,Wood Elf Lineman,,1,171084,Danimal,Welsh National Championship 2026,Wood Elf
114,99,rerolls,,3,171084,Danimal,Welsh National Championship 2026,Wood Elf
115,1,Altern Forest Treeman,Pro,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
116,2,Dwarf Blitzer,Guard,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
117,3,Troll Slayer,Mighty Blow,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
118,4,Human Blitzer,Mighty Blow,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
119,5,Human Thrower,Leader,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
120,6,Human Catcher,Block,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
121,7,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
122,8,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
123,9,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
124,10,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
125,11,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
126,12,Halfling Hopeful,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
127,13,Human Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
128,14,Dwarf Lineman,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
129,99,rerolls,,2,161245,Salva,Welsh National Championship 2026,Old World Alliance
130,99,assistant_coaches,,1,161245,Salva,Welsh National Championship 2026,Old World Alliance
131,1,Mummy,Guard,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
132,2,Mummy,Guard,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
133,3,Wight Blitzer,Guard,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
134,4,Wight Blitzer,Mighty Blow,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
135,6,Ghoul Runner,Block,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
136,5,Ghoul Runner,Block,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
137,7,Zombie Lineman,Kick,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
138,8,Zombie Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
139,9,Zombie Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
140,10,Zombie Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
141,11,Zombie Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
142,12,Skeleton Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
143,13,Skeleton Lineman,,1,173574,Danny,Welsh National Championship 2026,Shambling Undead
144,99,rerolls,,4,173574,Danny,Welsh National Championship 2026,Shambling Undead
145,1,Kroxigor,Guard,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
146,2,Saurus Blocker,Block,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
147,3,Saurus Blocker,Block,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
148,4,Saurus Blocker,Block,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
149,5,Saurus Blocker,Block,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
150,6,Saurus Blocker,Frenzy,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
151,7,Saurus Blocker,Tackle,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
152,8,Chameleon Skink,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
153,9,Skink Lineman,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
154,10,Skink Lineman,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
155,11,Skink Lineman,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
156,99,rerolls,,2,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
157,99,TempAgencyCheerleaders,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
158,99,WeatherMage,,1,167208,Owen Crosweller,Welsh National Championship 2026,Lizardmen
159,1,Mummy,Block,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
160,2,Mummy,Guard,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
161,3,Wight Blitzer,Mighty Blow,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
162,4,Wight Blitzer,Guard,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
163,5,Ghoul Runner,Block,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
164,6,Ghoul Runner,Wrestle,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
165,7,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
166,8,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
167,9,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
168,10,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
169,11,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
170,12,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
171,13,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
172,14,Zombie Lineman,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
173,99,rerolls,,3,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
174,99,TempAgencyCheerleaders,,2,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
175,99,PartTimeAssistanceCoaches,,1,170583,Vulcano,Welsh National Championship 2026,Shambling Undead
176,1,Ghoul Runner,Block,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
177,2,Ghoul Runner,Wrestle,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
178,3,Wraith,Guard,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
179,4,Wraith,Guard,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
180,5,Flesh Golem,Block,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
181,6,Flesh Golem,Block,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
182,7,Werewolf,Block,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
183,8,Werewolf,,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
184,9,Zombie Lineman,,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
185,10,Zombie Lineman,,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
186,11,Zombie Lineman,,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
187,12,Zombie Lineman,,1,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
188,99,rerolls,,3,171405,Chris Whitehouse,Welsh National Championship 2026,Necromantic Horror
189,1,Werewolf,Block,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
190,2,Werewolf,Block,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
191,3,Flesh Golem,Block,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
192,4,Flesh Golem,Guard,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
193,5,Wraith,Guard,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
194,6,Wraith,Guard,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
195,7,Ghoul Runner,Block,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
196,8,Ghoul Runner,,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
197,9,Zombie Lineman,,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
198,10,Zombie Lineman,,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
199,11,Zombie Lineman,,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
200,12,Zombie Lineman,,1,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
201,99,rerolls,,3,171171,McFaff,Welsh National Championship 2026,Necromantic Horror
202,1,Tomb Guardian,Guard,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
203,2,Tomb Guardian,Guard,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
204,3,Tomb Guardian,Mighty Blow,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
205,4,Tomb Guardian,Mighty Blow,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
206,5,Tomb Kings Blitzer,Guard,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
207,6,Tomb Kings Blitzer,Tackle,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
208,7,Tomb Kings Thrower,Block,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
209,8,Tomb Kings Thrower,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
210,9,Skeleton Lineman,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
211,10,Skeleton Lineman,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
212,11,Skeleton Lineman,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
213,12,Skeleton Lineman,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
214,13,Skeleton Lineman,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
215,99,rerolls,,3,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
216,99,assistant_coaches,,1,166629,Blitzy,Welsh National Championship 2026,Tomb Kings
217,1,Altern Forest Treeman,Guard,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
218,2,Dwarf Blitzer,Guard,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
219,3,Human Blitzer,Mighty Blow,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
220,4,Human Thrower,Leader,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
221,5,Human Catcher,Block,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
222,6,Troll Slayer,Guard,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
223,7,Dwarf Lineman,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
224,8,Dwarf Lineman,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
225,9,Dwarf Lineman,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
226,10,Human Lineman,Wrestle,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
227,11,Human Lineman,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
228,12,Human Lineman,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
229,13,Halfling Hopeful,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
230,99,rerolls,,2,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
231,99,assistant_coaches,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
232,99,dedicated_fans,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
233,99,TempAgencyCheerleaders,,1,168845,Torquemada,Welsh National Championship 2026,Old World Alliance
234,1,Werewolf,Block,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
235,2,Werewolf,Block,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
236,3,Flesh Golem,Guard,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
237,4,Flesh Golem,Guard,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
238,5,Wraith,Guard,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
239,6,Wraith,Guard,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
240,7,Ghoul Runner,Block,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
241,8,Ghoul Runner,,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
242,9,Zombie Lineman,,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
243,10,Zombie Lineman,,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
244,11,Zombie Lineman,,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
245,12,Zombie Lineman,,1,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
246,99,rerolls,,3,159697,Jon McCarthy,Welsh National Championship 2026,Necromantic Horror
247,1,Altern Forest Treeman,Guard,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
248,2,Dwarf Lineman,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
249,3,Dwarf Lineman,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
250,4,Dwarf Lineman,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
251,5,Troll Slayer,Guard,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
252,6,Dwarf Blitzer,Guard,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
253,7,Human Blitzer,Mighty Blow,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
254,8,Human Catcher,Block,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
255,9,Human Thrower,Block,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
256,10,Human Lineman,Wrestle,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
257,11,Human Lineman,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
258,12,Halfling Hopeful,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
259,13,Human Lineman,,1,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
260,99,rerolls,,3,172085,TalonBay,Welsh National Championship 2026,Old World Alliance
261,1,Skaven Thrower,Leader,1,159687,GColeman76,Welsh National Championship 2026,Skaven
262,2,Skaven Blitzer,Break Tackle,1,159687,GColeman76,Welsh National Championship 2026,Skaven
263,3,Skaven Blitzer,Break Tackle,1,159687,GColeman76,Welsh National Championship 2026,Skaven
264,4,Skaven Clanrat,Wrestle,1,159687,GColeman76,Welsh National Championship 2026,Skaven
265,5,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
266,6,Gutter Runner,Block,1,159687,GColeman76,Welsh National Championship 2026,Skaven
267,7,Gutter Runner,Block,1,159687,GColeman76,Welsh National Championship 2026,Skaven
268,8,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
269,9,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
270,10,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
271,11,Rat Ogre,Juggernaut,1,159687,GColeman76,Welsh National Championship 2026,Skaven
272,12,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
273,13,Skaven Clanrat,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
274,99,rerolls,,3,159687,GColeman76,Welsh National Championship 2026,Skaven
275,99,assistant_coaches,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
276,99,dedicated_fans,,1,159687,GColeman76,Welsh National Championship 2026,Skaven
277,1,Kroxigor,Guard,1,159899,steveo,Welsh National Championship 2026,Lizardmen
278,2,Saurus Blocker,Block,1,159899,steveo,Welsh National Championship 2026,Lizardmen
279,3,Saurus Blocker,Block,1,159899,steveo,Welsh National Championship 2026,Lizardmen
280,4,Saurus Blocker,Block,1,159899,steveo,Welsh National Championship 2026,Lizardmen
281,5,Saurus Blocker,Block,1,159899,steveo,Welsh National Championship 2026,Lizardmen
282,6,Saurus Blocker,Frenzy,1,159899,steveo,Welsh National Championship 2026,Lizardmen
283,7,Saurus Blocker,Tackle,1,159899,steveo,Welsh National Championship 2026,Lizardmen
284,8,Skink Lineman,,1,159899,steveo,Welsh National Championship 2026,Lizardmen
285,9,Skink Lineman,,1,159899,steveo,Welsh National Championship 2026,Lizardmen
286,10,Skink Lineman,,1,159899,steveo,Welsh National Championship 2026,Lizardmen
287,11,Skink Lineman,,1,159899,steveo,Welsh National Championship 2026,Lizardmen
288,12,Skink Lineman,,1,159899,steveo,Welsh National Championship 2026,Lizardmen
289,99,rerolls,,2,159899,steveo,Welsh National Championship 2026,Lizardmen
290,99,assistant_coaches,,3,159899,steveo,Welsh National Championship 2026,Lizardmen
291,1,Vampire Thrower,Block,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
292,2,Vampire Thrower,Block,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
293,3,Vampire Runner,Dodge,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
294,4,Vampire Runner,Dodge,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
295,5,Vampire Blitzer,Frenzy,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
296,6,Vampire Blitzer,Strip Ball,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
297,7,Thrall Lineman,Kick,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
298,8,Thrall Lineman,,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
299,9,Thrall Lineman,,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
300,10,Thrall Lineman,,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
301,11,Thrall Lineman,,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
302,12,Thrall Lineman,,1,160436,SamLikesSka,Welsh National Championship 2026,Vampire
