,player_id,number,position,rerolls,assistantCoaches,cheerleaders,apothecary,roster.name,team_id,skill_id,Unnamed: 0,name,coach_name
61,15094936,3,Thrower,3,0,1,No,High Elf,1094290,364.0,45.0,Dodge,Chusin76
62,15094937,4,Catcher,3,0,1,No,High Elf,1094290,364.0,45.0,Dodge,Chusin76
63,15094938,5,Catcher,3,0,1,No,High Elf,1094290,364.0,45.0,Dodge,Chusin76
64,15094939,6,Catcher,3,0,1,No,High Elf,1094290,384.0,159.0,Wrestle,Chusin76
65,15094940,7,Lineman,3,0,1,No,High Elf,1094290,370.0,124.0,Sneaky Git,Chusin76
66,15094941,8,Lineman,3,0,1,No,High Elf,1094290,373.0,20.0,Block,Chusin76
67,15094942,9,Lineman,3,0,1,No,High Elf,1094290,,,,Chusin76
68,15094943,10,Lineman,3,0,1,No,High Elf,1094290,,,,Chusin76
69,15094944,11,Lineman,3,0,1,No,High Elf,1094290,,,,Chusin76
70,15094945,12,Lineman,3,0,1,No,High Elf,1094290,-1.0,,,Chusin76
71,99999999,99,,3,0,1,No,High Elf,1094290,,138.0,,Chusin76
72,15077998,1,Flesh Golem,3,0,0,No,Necromantic Horror,1093140,373.0,20.0,Block,Candlejack
73,15077999,2,Flesh Golem,3,0,0,No,Necromantic Horror,1093140,373.0,20.0,Block,Candlejack
74,15078000,3,Wraith,3,0,0,No,Necromantic Horror,1093140,413.0,62.0,Guard,Candlejack
75,15078001,4,Wraith,3,0,0,No,Necromantic Horror,1093140,413.0,62.0,Guard,Candlejack
76,15078002,5,Werewolf,3,0,0,No,Necromantic Horror,1093140,373.0,20.0,Block,Candlejack
77,15078003,6,Werewolf,3,0,0,No,Necromantic Horror,1093140,373.0,20.0,Block,Candlejack
78,15078004,7,Ghoul Runner,3,0,0,No,Necromantic Horror,1093140,373.0,20.0,Block,Candlejack
79,15078005,8,Ghoul Runner,3,0,0,No,Necromantic Horror,1093140,,,,Candlejack
80,15078006,9,Zombie Lineman,3,0,0,No,Necromantic Horror,1093140,-1.0,,,Candlejack
81,15078007,10,Zombie Lineman,3,0,0,No,Necromantic Horror,1093140,-1.0,,,Candlejack
82,15078008,11,Zombie Lineman,3,0,0,No,Necromantic Horror,1093140,-1.0,,,Candlejack
83,99999999,99,,3,0,0,No,Necromantic Horror,1093140,,20.0,,Candlejack
84,15085673,1,Loren Forest Treeman,2,1,0,No,Wood Elf,1093654,-1.0,,,speedingbullet
85,15085674,2,Wardancer,2,1,0,No,Wood Elf,1093654,383.0,138.0,Tackle,speedingbullet
86,15085675,3,Wardancer,2,1,0,No,Wood Elf,1093654,381.0,129.0,Strip Ball,speedingbullet
87,15085676,4,Thrower,2,1,0,No,Wood Elf,1093654,403.0,81.0,Leader,speedingbullet
88,15085677,5,Catcher,2,1,0,No,Wood Elf,1093654,-1.0,,,speedingbullet
89,15085678,6,Catcher,2,1,0,No,Wood Elf,1093654,-1.0,,,speedingbullet
90,15085679,7,Catcher,2,1,0,No,Wood Elf,1093654,-1.0,,,speedingbullet
91,15085680,8,Catcher,2,1,0,No,Wood Elf,1093654,,,,speedingbullet
92,15085681,9,Wood Elf Lineman,2,1,0,No,Wood Elf,1093654,373.0,20.0,Block,speedingbullet
93,15085682,10,Wood Elf Lineman,2,1,0,No,Wood Elf,1093654,384.0,159.0,Wrestle,speedingbullet
94,15085683,11,Wood Elf Lineman,2,1,0,No,Wood Elf,1093654,364.0,45.0,Dodge,speedingbullet
95,99999999,99,,2,1,0,No,Wood Elf,1093654,,138.0,,speedingbullet
96,15095066,1,Loren Forest Treeman,2,1,0,No,Wood Elf,1094299,,,,MaltaMetal
97,15095067,2,Wardancer,2,1,0,No,Wood Elf,1094299,381.0,129.0,Strip Ball,MaltaMetal
98,15095068,3,Wardancer,2,1,0,No,Wood Elf,1094299,383.0,138.0,Tackle,MaltaMetal
99,15095069,4,Thrower,2,1,0,No,Wood Elf,1094299,403.0,81.0,Leader,MaltaMetal
100,15095070,5,Catcher,2,1,0,No,Wood Elf,1094299,-1.0,,,MaltaMetal
101,15095071,6,Catcher,2,1,0,No,Wood Elf,1094299,-1.0,,,MaltaMetal
102,15095072,7,Catcher,2,1,0,No,Wood Elf,1094299,-1.0,,,MaltaMetal
103,15095073,8,Catcher,2,1,0,No,Wood Elf,1094299,-1.0,,,MaltaMetal
104,15095074,9,Wood Elf Lineman,2,1,0,No,Wood Elf,1094299,364.0,45.0,Dodge,MaltaMetal
105,15095075,10,Wood Elf Lineman,2,1,0,No,Wood Elf,1094299,364.0,45.0,Dodge,MaltaMetal
106,15095076,11,Wood Elf Lineman,2,1,0,No,Wood Elf,1094299,364.0,45.0,Dodge,MaltaMetal
107,99999999,99,,2,1,0,No,Wood Elf,1094299,,129.0,,MaltaMetal
108,15093306,1,Big Un Blocker,3,0,0,Yes,Orc,1094174,373.0,20.0,Block,phifoe
109,15093308,2,Big Un Blocker,3,0,0,Yes,Orc,1094174,373.0,20.0,Block,phifoe
110,15093317,3,Big Un Blocker,3,0,0,Yes,Orc,1094174,413.0,62.0,Guard,phifoe
111,15093321,4,Big Un Blocker,3,0,0,Yes,Orc,1094174,413.0,62.0,Guard,phifoe
112,15093325,5,Blitzer,3,0,0,Yes,Orc,1094174,382.0,134.0,Sure Hands,phifoe
113,15093328,6,Blitzer,3,0,0,Yes,Orc,1094174,383.0,138.0,Tackle,phifoe
114,15093329,7,Blitzer,3,0,0,Yes,Orc,1094174,,,,phifoe
115,15093330,8,Blitzer,3,0,0,Yes,Orc,1094174,,,,phifoe
116,15093331,9,Orc Lineman,3,0,0,Yes,Orc,1094174,-1.0,,,phifoe
117,15093332,10,Orc Lineman,3,0,0,Yes,Orc,1094174,-1.0,,,phifoe
118,15093333,11,Orc Lineman,3,0,0,Yes,Orc,1094174,-1.0,,,phifoe
119,15093334,12,Orc Lineman,3,0,0,Yes,Orc,1094174,-1.0,,,phifoe
120,15093335,13,Goblin,3,0,0,Yes,Orc,1094174,,,,phifoe
121,99999999,99,,3,0,0,Yes,Orc,1094174,,20.0,,phifoe
122,15083912,1,Thrower,3,1,0,No,High Elf,1093543,403.0,81.0,Leader,M_ael
123,15083913,3,Lineman,3,1,0,No,High Elf,1093543,413.0,62.0,Guard,M_ael
124,15083914,4,Lineman,3,1,0,No,High Elf,1093543,384.0,159.0,Wrestle,M_ael
125,15083915,5,Lineman,3,1,0,No,High Elf,1093543,384.0,159.0,Wrestle,M_ael
126,15083916,6,Lineman,3,1,0,No,High Elf,1093543,,,,M_ael
127,15083917,7,Lineman,3,1,0,No,High Elf,1093543,,,,M_ael
128,15083918,8,Lineman,3,1,0,No,High Elf,1093543,-1.0,,,M_ael
129,15083920,10,Blitzer,3,1,0,No,High Elf,1093543,364.0,45.0,Dodge,M_ael
130,15083921,11,Blitzer,3,1,0,No,High Elf,1093543,364.0,45.0,Dodge,M_ael
131,15083922,13,Catcher,3,1,0,No,High Elf,1093543,364.0,45.0,Dodge,M_ael
132,15083923,14,Catcher,3,1,0,No,High Elf,1093543,364.0,45.0,Dodge,M_ael
133,15083924,15,Catcher,3,1,0,No,High Elf,1093543,384.0,159.0,Wrestle,M_ael
134,99999999,99,1 bribe,3,1,0,No,High Elf,1093543,,62.0,,M_ael
135,15091672,1,Bull Centaur Blitzer,3,1,0,Yes,Chaos Dwarf,1094059,413.0,62.0,Guard,Ferra76
136,15091673,2,Bull Centaur Blitzer,3,1,0,Yes,Chaos Dwarf,1094059,373.0,20.0,Block,Ferra76
137,15091674,3,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,413.0,62.0,Guard,Ferra76
138,15091675,4,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,413.0,62.0,Guard,Ferra76
139,15091676,5,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,413.0,62.0,Guard,Ferra76
140,15091677,6,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,,,,Ferra76
141,15091678,7,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,,,,Ferra76
142,15091681,8,Chaos Dwarf Blocker,3,1,0,Yes,Chaos Dwarf,1094059,415.0,89.0,Mighty Blow,Ferra76
143,15091682,9,Hobgoblin Lineman,3,1,0,Yes,Chaos Dwarf,1094059,-1.0,,,Ferra76
144,15091683,10,Hobgoblin Lineman,3,1,0,Yes,Chaos Dwarf,1094059,-1.0,,,Ferra76
145,15091684,11,Hobgoblin Lineman,3,1,0,Yes,Chaos Dwarf,1094059,,,,Ferra76
146,15091685,12,Hobgoblin Lineman,3,1,0,Yes,Chaos Dwarf,1094059,-1.0,,,Ferra76
147,15091686,13,Hobgoblin Lineman,3,1,0,Yes,Chaos Dwarf,1094059,-1.0,,,Ferra76
148,99999999,99,,3,1,0,Yes,Chaos Dwarf,1094059,,20.0,,Ferra76
149,15086025,1,Tomb Guardian,3,2,0,No,Tomb Kings,1093676,413.0,62.0,Guard,Volkajo
150,15086026,2,Tomb Guardian,3,2,0,No,Tomb Kings,1093676,413.0,62.0,Guard,Volkajo
151,15086027,3,Tomb Guardian,3,2,0,No,Tomb Kings,1093676,413.0,62.0,Guard,Volkajo
152,15086028,4,Tomb Guardian,3,2,0,No,Tomb Kings,1093676,415.0,89.0,Mighty Blow,Volkajo
153,15086029,5,Anointed Blitzer,3,2,0,No,Tomb Kings,1093676,413.0,62.0,Guard,Volkajo
154,15086030,6,Anointed Blitzer,3,2,0,No,Tomb Kings,1093676,415.0,89.0,Mighty Blow,Volkajo
155,15086030,6,Anointed Blitzer,3,2,0,No,Tomb Kings,1093676,383.0,138.0,Tackle,Volkajo
156,15086031,7,Anointed Thrower,3,2,0,No,Tomb Kings,1093676,373.0,20.0,Block,Volkajo
157,15086032,8,Anointed Thrower,3,2,0,No,Tomb Kings,1093676,,,,Volkajo
158,15086033,9,Skeleton Lineman,3,2,0,No,Tomb Kings,1093676,,,,Volkajo
159,15086034,10,Skeleton Lineman,3,2,0,No,Tomb Kings,1093676,,,,Volkajo
160,15086035,11,Skeleton Lineman,3,2,0,No,Tomb Kings,1093676,,,,Volkajo
161,15086036,12,Skeleton Lineman,3,2,0,No,Tomb Kings,1093676,-1.0,,,Volkajo
162,15086037,13,Skeleton Lineman,3,2,0,No,Tomb Kings,1093676,-1.0,,,Volkajo
163,99999999,99,,3,2,0,No,Tomb Kings,1093676,,62.0,,Volkajo
164,15095424,1,Vampire Blitzer,2,0,0,No,Vampire,1094321,379.0,104.0,Pro,smilzo90
165,15095425,2,Vampire Blitzer,2,0,0,No,Vampire,1094321,379.0,104.0,Pro,smilzo90
166,15095426,3,Vampire Blitzer,2,0,0,No,Vampire,1094321,379.0,104.0,Pro,smilzo90
167,15095427,4,Vampire Blitzer,2,0,0,No,Vampire,1094321,379.0,104.0,Pro,smilzo90
168,15095428,5,Vampire Blitzer,2,0,0,No,Vampire,1094321,379.0,104.0,Pro,smilzo90
169,15095429,6,Thrall Lineman,2,0,0,No,Vampire,1094321,-1.0,,,smilzo90
170,15095430,7,Thrall Lineman,2,0,0,No,Vampire,1094321,-1.0,,,smilzo90
171,15095431,8,Thrall Lineman,2,0,0,No,Vampire,1094321,,,,smilzo90
172,15095432,9,Thrall Lineman,2,0,0,No,Vampire,1094321,-1.0,,,smilzo90
173,15095433,10,Thrall Lineman,2,0,0,No,Vampire,1094321,-1.0,,,smilzo90
174,15095433,10,Thrall Lineman,2,0,0,No,Vampire,1094321,-1.0,,,smilzo90
175,15095434,11,Thrall Lineman,2,0,0,No,Vampire,1094321,,,,smilzo90
176,99999999,99,Star player Wilhelm Chaney,2,0,0,No,Vampire,1094321,,104.0,,smilzo90
177,15088007,1,Koka Kalim Blitzer,4,0,4,Yes,Amazon Eurobowl 2022,1093810,413.0,62.0,Guard,madmatt13
178,15088008,2,Koka Kalim Blitzer,4,0,4,Yes,Amazon Eurobowl 2022,1093810,413.0,62.0,Guard,madmatt13
179,15088009,3,Koka Kalim Blitzer,4,0,4,Yes,Amazon Eurobowl 2022,1093810,413.0,62.0,Guard,madmatt13
180,15088010,4,Koka Kalim Blitzer,4,0,4,Yes,Amazon Eurobowl 2022,1093810,413.0,62.0,Guard,madmatt13
181,15088013,5,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,373.0,20.0,Block,madmatt13
182,15088014,6,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,373.0,20.0,Block,madmatt13
183,15088015,7,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,375.0,41.0,Dirty Player,madmatt13
184,15088016,8,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,,,,madmatt13
185,15088017,9,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,,,,madmatt13
186,15088018,10,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,,,,madmatt13
187,15088019,11,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,,,,madmatt13
188,15088020,12,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,-1.0,,,madmatt13
189,15088021,13,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,-1.0,,,madmatt13
190,15088022,14,Tribal Linewoman,4,0,4,Yes,Amazon Eurobowl 2022,1093810,-1.0,,,madmatt13
191,99999999,99,,4,0,4,Yes,Amazon Eurobowl 2022,1093810,,62.0,,madmatt13
192,15088078,1,Underworld Troll,3,0,0,Yes,Underworld Denizens,1093814,413.0,62.0,Guard,rayhell
193,15088079,2,Skaven Blitzer,3,0,0,Yes,Underworld Denizens,1093814,383.0,138.0,Tackle,rayhell
194,15088080,3,Gutter Runner,3,0,0,Yes,Underworld Denizens,1093814,373.0,20.0,Block,rayhell
195,15088081,4,Skaven Thrower,3,0,0,Yes,Underworld Denizens,1093814,373.0,20.0,Block,rayhell
196,15088082,5,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093814,373.0,20.0,Block,rayhell
197,15088083,6,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093814,375.0,41.0,Dirty Player,rayhell
198,15088084,7,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093814,373.0,20.0,Block,rayhell
199,15088085,8,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093814,-1.0,,,rayhell
200,15088086,9,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093814,-1.0,,,rayhell
201,15088088,10,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093814,-1.0,,,rayhell
202,15088089,11,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
203,15088090,12,Underworld Snotlings,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
204,15088091,13,Underworld Snotlings,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
205,15088092,14,Underworld Snotlings,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
206,15088093,15,Underworld Snotlings,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
207,15088094,16,Underworld Snotlings,3,0,0,Yes,Underworld Denizens,1093814,,,,rayhell
208,99999999,99,2 bribes,3,0,0,Yes,Underworld Denizens,1093814,,138.0,,rayhell
209,15062737,1,Ulfwerener,2,0,0,No,Norse Eurobowl 2022,1092150,373.0,20.0,Block,Moro84
210,15062738,2,Ulfwerener,2,0,0,No,Norse Eurobowl 2022,1092150,373.0,20.0,Block,Moro84
211,15062739,3,Norse Catcher,2,0,0,No,Norse Eurobowl 2022,1092150,364.0,45.0,Dodge,Moro84
212,15062740,4,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
213,15062741,5,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
214,15062742,6,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
215,15062743,7,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
216,15062744,8,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,,,,Moro84
217,15062746,9,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
218,15062747,10,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
219,15062748,11,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,-1.0,,,Moro84
220,15062749,12,Norse Lineman,2,0,0,No,Norse Eurobowl 2022,1092150,,,,Moro84
221,99999999,99,Star player Deeproot Strongbranch,2,0,0,No,Norse Eurobowl 2022,1092150,,20.0,,Moro84
222,15090132,1,Witch Elf,2,0,0,Yes,Dark Elf,1093949,373.0,20.0,Block,sulidamor
223,15090133,2,Witch Elf,2,0,0,Yes,Dark Elf,1093949,384.0,159.0,Wrestle,sulidamor
224,15090134,3,Blitzer,2,0,0,Yes,Dark Elf,1093949,364.0,45.0,Dodge,sulidamor
225,15090135,4,Blitzer,2,0,0,Yes,Dark Elf,1093949,364.0,45.0,Dodge,sulidamor
226,15090136,5,Blitzer,2,0,0,Yes,Dark Elf,1093949,364.0,45.0,Dodge,sulidamor
227,15090137,6,Blitzer,2,0,0,Yes,Dark Elf,1093949,-1.0,,,sulidamor
228,15090138,7,Assassin,2,0,0,Yes,Dark Elf,1093949,,,,sulidamor
229,15090139,8,Runner,2,0,0,Yes,Dark Elf,1093949,403.0,81.0,Leader,sulidamor
230,15090140,9,Dark Elf Lineman,2,0,0,Yes,Dark Elf,1093949,-1.0,,,sulidamor
231,15090141,10,Dark Elf Lineman,2,0,0,Yes,Dark Elf,1093949,-1.0,,,sulidamor
232,15090142,11,Dark Elf Lineman,2,0,0,Yes,Dark Elf,1093949,-1.0,,,sulidamor
233,99999999,99,,2,0,0,Yes,Dark Elf,1093949,,159.0,,sulidamor
234,15080067,1,Flesh Golem,3,0,0,No,Necromantic Horror,1093309,373.0,20.0,Block,tausino
235,15080068,2,Flesh Golem,3,0,0,No,Necromantic Horror,1093309,373.0,20.0,Block,tausino
236,15080070,3,Wraith,3,0,0,No,Necromantic Horror,1093309,415.0,89.0,Mighty Blow,tausino
237,15080071,4,Wraith,3,0,0,No,Necromantic Horror,1093309,413.0,62.0,Guard,tausino
238,15080078,5,Werewolf,3,0,0,No,Necromantic Horror,1093309,373.0,20.0,Block,tausino
239,15080079,6,Ghoul Runner,3,0,0,No,Necromantic Horror,1093309,373.0,20.0,Block,tausino
240,15080082,7,Ghoul Runner,3,0,0,No,Necromantic Horror,1093309,-1.0,,,tausino
241,15080083,8,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,375.0,41.0,Dirty Player,tausino
242,15080090,9,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,-1.0,,,tausino
243,15080096,10,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,-1.0,,,tausino
244,15080097,11,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,,,,tausino
245,15080098,12,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,,,,tausino
246,15080099,13,Zombie Lineman,3,0,0,No,Necromantic Horror,1093309,,,,tausino
247,99999999,99,,3,0,0,No,Necromantic Horror,1093309,,20.0,,tausino
248,15093701,1,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,413.0,62.0,Guard,Flownaldinho
249,15093702,2,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,-1.0,,,Flownaldinho
250,15093703,3,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,413.0,62.0,Guard,Flownaldinho
251,15093704,4,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,-1.0,,,Flownaldinho
252,15093705,5,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,413.0,62.0,Guard,Flownaldinho
253,15093706,6,Chaos Dwarf Blocker,2,1,0,Yes,Chaos Dwarf,1094206,-1.0,,,Flownaldinho
254,15093707,7,Bull Centaur Blitzer,2,1,0,Yes,Chaos Dwarf,1094206,373.0,20.0,Block,Flownaldinho
255,15093708,8,Bull Centaur Blitzer,2,1,0,Yes,Chaos Dwarf,1094206,373.0,20.0,Block,Flownaldinho
256,15093712,9,Hobgoblin Lineman,2,1,0,Yes,Chaos Dwarf,1094206,-1.0,,,Flownaldinho
257,15093714,10,Hobgoblin Lineman,2,1,0,Yes,Chaos Dwarf,1094206,,,,Flownaldinho
258,15093716,11,Hobgoblin Lineman,2,1,0,Yes,Chaos Dwarf,1094206,,,,Flownaldinho
259,15093720,12,Enslaved Minotaur,2,1,0,Yes,Chaos Dwarf,1094206,414.0,74.0,Juggernaut,Flownaldinho
260,99999999,99,,2,1,0,Yes,Chaos Dwarf,1094206,,,,Flownaldinho
261,15082271,1,Underworld Troll,3,0,0,Yes,Underworld Denizens,1093440,413.0,62.0,Guard,YuriSloerie
262,15082272,2,Skaven Blitzer,3,0,0,Yes,Underworld Denizens,1093440,413.0,62.0,Guard,YuriSloerie
263,15082273,3,Gutter Runner,3,0,0,Yes,Underworld Denizens,1093440,373.0,20.0,Block,YuriSloerie
264,15082274,4,Skaven Thrower,3,0,0,Yes,Underworld Denizens,1093440,403.0,81.0,Leader,YuriSloerie
265,15082275,5,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093440,-1.0,,,YuriSloerie
266,15082276,6,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093440,-1.0,,,YuriSloerie
267,15082277,7,Skaven Clanrat,3,0,0,Yes,Underworld Denizens,1093440,-1.0,,,YuriSloerie
268,15082278,8,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093440,-1.0,,,YuriSloerie
269,15082279,9,Underworld Goblin Lineman,3,0,0,Yes,Underworld Denizens,1093440,-1.0,,,YuriSloerie
